year_window,GEOID,age_band,estimate,moe,weighted_estimate,weighted_moe,pct_in,tract_name
2005-2009,26161400100,total,996,169,996.0,169.0,100.0,Census Tract 4001
2005-2009,26161400100,0-4,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4001
2005-2009,26161400100,5-9,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4001
2005-2009,26161400100,10-14,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4001
2005-2009,26161400100,15-17,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4001
2005-2009,26161400200,total,8365,2283,8365.0,2283.0,100.0,Census Tract 4002
2005-2009,26161400200,0-4,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4002
2005-2009,26161400200,5-9,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4002
2005-2009,26161400200,10-14,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4002
2005-2009,26161400200,15-17,393,251.18120948828957,393.0,251.2,100.0,Census Tract 4002
2005-2009,26161400300,total,5826,968,5826.0,968.0,100.0,Census Tract 4003
2005-2009,26161400300,0-4,47,33.28663395418648,47.0,33.3,100.0,Census Tract 4003
2005-2009,26161400300,5-9,8,109.65856099730655,8.0,109.7,100.0,Census Tract 4003
2005-2009,26161400300,10-14,44,114.48143954370944,44.0,114.5,100.0,Census Tract 4003
2005-2009,26161400300,15-17,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4003
2005-2009,26161400400,total,2925,392,2925.0,392.0,100.0,Census Tract 4004
2005-2009,26161400400,0-4,188,65.76473218982953,188.0,65.8,100.0,Census Tract 4004
2005-2009,26161400400,5-9,101,41.23105625617661,101.0,41.2,100.0,Census Tract 4004
2005-2009,26161400400,10-14,186,69.8927750200262,186.0,69.9,100.0,Census Tract 4004
2005-2009,26161400400,15-17,66,39.84971769034255,66.0,39.8,100.0,Census Tract 4004
2005-2009,26161400500,total,8390,1007,8390.0,1007.0,100.0,Census Tract 4005
2005-2009,26161400500,0-4,5,109.22453936730518,5.0,109.2,100.0,Census Tract 4005
2005-2009,26161400500,5-9,8,7.810249675906654,8.0,7.8,100.0,Census Tract 4005
2005-2009,26161400500,10-14,9,7.810249675906654,9.0,7.8,100.0,Census Tract 4005
2005-2009,26161400500,15-17,36,123.94353553130554,36.0,123.9,100.0,Census Tract 4005
2005-2009,26161400600,total,3937,405,3937.0,405.0,100.0,Census Tract 4006
2005-2009,26161400600,0-4,180,74.33034373659252,180.0,74.3,100.0,Census Tract 4006
2005-2009,26161400600,5-9,140,61.07372593840987,140.0,61.1,100.0,Census Tract 4006
2005-2009,26161400600,10-14,133,69.42621983083912,133.0,69.4,100.0,Census Tract 4006
2005-2009,26161400600,15-17,101,68.8839603971781,101.0,68.9,100.0,Census Tract 4006
2005-2009,26161400700,total,2090,250,2090.0,250.0,100.0,Census Tract 4007
2005-2009,26161400700,0-4,81,45.34313619501854,81.0,45.3,100.0,Census Tract 4007
2005-2009,26161400700,5-9,56,38.28837943815329,56.0,38.3,100.0,Census Tract 4007
2005-2009,26161400700,10-14,80,42.638011210655684,80.0,42.6,100.0,Census Tract 4007
2005-2009,26161400700,15-17,55,41.593268686170845,55.0,41.6,100.0,Census Tract 4007
2005-2009,26161400800,total,2512,608,2512.0,608.0,100.0,Census Tract 4008
2005-2009,26161400800,0-4,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4008
2005-2009,26161400800,5-9,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4008
2005-2009,26161400800,10-14,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4008
2005-2009,26161400800,15-17,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4008
2005-2009,26161402100,total,2915,351,2915.0,351.0,100.0,Census Tract 4021
2005-2009,26161402100,0-4,68,61.55485358604957,68.0,61.6,100.0,Census Tract 4021
2005-2009,26161402100,5-9,117,122.723265927859,117.0,122.7,100.0,Census Tract 4021
2005-2009,26161402100,10-14,112,108.90362712049587,112.0,108.9,100.0,Census Tract 4021
2005-2009,26161402100,15-17,54,35.608987629529715,54.0,35.6,100.0,Census Tract 4021
2005-2009,26161402200,total,5335,2226,5335.0,2226.0,100.0,Census Tract 4022
2005-2009,26161402200,0-4,5,109.37092849564733,5.0,109.4,100.0,Census Tract 4022
2005-2009,26161402200,5-9,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4022
2005-2009,26161402200,10-14,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4022
2005-2009,26161402200,15-17,47,56.435804238089844,47.0,56.4,100.0,Census Tract 4022
2005-2009,26161402300,total,2404,389,2404.0,389.0,100.0,Census Tract 4023
2005-2009,26161402300,0-4,64,37.48332962798263,64.0,37.5,100.0,Census Tract 4023
2005-2009,26161402300,5-9,57,36.87817782917155,57.0,36.9,100.0,Census Tract 4023
2005-2009,26161402300,10-14,174,89.5377015563835,174.0,89.5,100.0,Census Tract 4023
2005-2009,26161402300,15-17,105,50.80354318352216,105.0,50.8,100.0,Census Tract 4023
2005-2009,26161402500,total,2261,185,2261.0,185.0,100.0,Census Tract 4025
2005-2009,26161402500,0-4,73,44.77722635447622,73.0,44.8,100.0,Census Tract 4025
2005-2009,26161402500,5-9,99,41.677331968349414,99.0,41.7,100.0,Census Tract 4025
2005-2009,26161402500,10-14,115,58.25804665451803,115.0,58.3,100.0,Census Tract 4025
2005-2009,26161402500,15-17,80,39.92492955535426,80.0,39.9,100.0,Census Tract 4025
2005-2009,26161402600,total,2402,284,2402.0,284.0,100.0,Census Tract 4026
2005-2009,26161402600,0-4,457,113.22985472038722,457.0,113.2,100.0,Census Tract 4026
2005-2009,26161402600,5-9,256,90.50966799187808,256.0,90.5,100.0,Census Tract 4026
2005-2009,26161402600,10-14,57,36.235341863986875,57.0,36.2,100.0,Census Tract 4026
2005-2009,26161402600,15-17,8,109.77249200050075,8.0,109.8,100.0,Census Tract 4026
2005-2009,26161402700,total,5181,355,5181.0,355.0,100.0,Census Tract 4027
2005-2009,26161402700,0-4,399,133.6899397860587,399.0,133.7,100.0,Census Tract 4027
2005-2009,26161402700,5-9,208,77.41446893184762,208.0,77.4,100.0,Census Tract 4027
2005-2009,26161402700,10-14,404,114.3372205364465,404.0,114.3,100.0,Census Tract 4027
2005-2009,26161402700,15-17,189,67.20863039818622,189.0,67.2,100.0,Census Tract 4027
2005-2009,26161403100,total,1604,90,1604.0,90.0,100.0,Census Tract 4031
2005-2009,26161403100,0-4,84,61.0,84.0,61.0,100.0,Census Tract 4031
2005-2009,26161403100,5-9,131,57.3149195236284,131.0,57.3,100.0,Census Tract 4031
2005-2009,26161403100,10-14,114,62.80127387243033,114.0,62.8,100.0,Census Tract 4031
2005-2009,26161403100,15-17,112,52.32590180780452,112.0,52.3,100.0,Census Tract 4031
2005-2009,26161403200,total,3017,185,3017.0,185.0,100.0,Census Tract 4032
2005-2009,26161403200,0-4,174,95.524865872714,174.0,95.5,100.0,Census Tract 4032
2005-2009,26161403200,5-9,169,95.48298277703728,169.0,95.5,100.0,Census Tract 4032
2005-2009,26161403200,10-14,147,85.6037382361308,147.0,85.6,100.0,Census Tract 4032
2005-2009,26161403200,15-17,31,32.449961479175904,31.0,32.4,100.0,Census Tract 4032
2005-2009,26161403300,total,3838,262,3838.0,262.0,100.0,Census Tract 4033
2005-2009,26161403300,0-4,206,68.26419266350405,206.0,68.3,100.0,Census Tract 4033
2005-2009,26161403300,5-9,249,76.4198926981712,249.0,76.4,100.0,Census Tract 4033
2005-2009,26161403300,10-14,188,76.27581530209952,188.0,76.3,100.0,Census Tract 4033
2005-2009,26161403300,15-17,162,62.625873247404705,162.0,62.6,100.0,Census Tract 4033
2005-2009,26161403400,total,2885,222,2885.0,222.0,100.0,Census Tract 4034
2005-2009,26161403400,0-4,217,86.6083136886985,217.0,86.6,100.0,Census Tract 4034
2005-2009,26161403400,5-9,158,66.70832032063166,158.0,66.7,100.0,Census Tract 4034
2005-2009,26161403400,10-14,136,63.60031446463138,136.0,63.6,100.0,Census Tract 4034
2005-2009,26161403400,15-17,47,28.284271247461902,47.0,28.3,100.0,Census Tract 4034
2005-2009,26161403500,total,2723,298,2723.0,298.0,100.0,Census Tract 4035
2005-2009,26161403500,0-4,165,74.62573282722255,165.0,74.6,100.0,Census Tract 4035
2005-2009,26161403500,5-9,125,63.655321851358195,125.0,63.7,100.0,Census Tract 4035
2005-2009,26161403500,10-14,113,66.48308055437865,113.0,66.5,100.0,Census Tract 4035
2005-2009,26161403500,15-17,46,29.732137494637012,46.0,29.7,100.0,Census Tract 4035
2005-2009,26161403600,total,4450,363,4450.0,363.0,100.0,Census Tract 4036
2005-2009,26161403600,0-4,108,56.639209034025185,108.0,56.6,100.0,Census Tract 4036
2005-2009,26161403600,5-9,190,82.975900115636,190.0,83.0,100.0,Census Tract 4036
2005-2009,26161403600,10-14,306,87.6812408671319,306.0,87.7,100.0,Census Tract 4036
2005-2009,26161403600,15-17,120,65.7419196555744,120.0,65.7,100.0,Census Tract 4036
2005-2009,26161403800,total,2880,244,2880.0,244.0,100.0,Census Tract 4038
2005-2009,26161403800,0-4,230,91.21403400793103,230.0,91.2,100.0,Census Tract 4038
2005-2009,26161403800,5-9,193,79.40403012442127,193.0,79.4,100.0,Census Tract 4038
2005-2009,26161403800,10-14,146,70.43436661176133,146.0,70.4,100.0,Census Tract 4038
2005-2009,26161403800,15-17,136,64.38167441127949,136.0,64.4,100.0,Census Tract 4038
2005-2009,26161404100,total,2996,265,2996.0,265.0,100.0,Census Tract 4041
2005-2009,26161404100,0-4,130,48.60041152089146,130.0,48.6,100.0,Census Tract 4041
2005-2009,26161404100,5-9,202,71.02816342831905,202.0,71.0,100.0,Census Tract 4041
2005-2009,26161404100,10-14,129,62.128898268036274,129.0,62.1,100.0,Census Tract 4041
2005-2009,26161404100,15-17,167,75.07329751649382,167.0,75.1,100.0,Census Tract 4041
2005-2009,26161404200,total,1790,184,1790.0,184.0,100.0,Census Tract 4042
2005-2009,26161404200,0-4,96,64.8459713474939,96.0,64.8,100.0,Census Tract 4042
2005-2009,26161404200,5-9,15,19.1049731745428,15.0,19.1,100.0,Census Tract 4042
2005-2009,26161404200,10-14,68,52.20153254455275,68.0,52.2,100.0,Census Tract 4042
2005-2009,26161404200,15-17,87,56.22277118748239,87.0,56.2,100.0,Census Tract 4042
2005-2009,26161404300,total,2666,164,2666.0,164.0,100.0,Census Tract 4043
2005-2009,26161404300,0-4,111,59.54829972383762,111.0,59.5,100.0,Census Tract 4043
2005-2009,26161404300,5-9,174,76.32168761236873,174.0,76.3,100.0,Census Tract 4043
2005-2009,26161404300,10-14,263,89.35882720806042,263.0,89.4,100.0,Census Tract 4043
2005-2009,26161404300,15-17,116,53.075418038862395,116.0,53.1,100.0,Census Tract 4043
2005-2009,26161404400,total,3158,1153,3158.0,1153.0,100.0,Census Tract 4044
2005-2009,26161404400,0-4,97,47.38143096192853,97.0,47.4,100.0,Census Tract 4044
2005-2009,26161404400,5-9,221,90.2108640907513,221.0,90.2,100.0,Census Tract 4044
2005-2009,26161404400,10-14,283,87.8179936004006,283.0,87.8,100.0,Census Tract 4044
2005-2009,26161404400,15-17,64,45.650848842053314,64.0,45.7,100.0,Census Tract 4044
2005-2009,26161404500,total,3931,351,3931.0,351.0,100.0,Census Tract 4045
2005-2009,26161404500,0-4,173,94.30270409696637,173.0,94.3,100.0,Census Tract 4045
2005-2009,26161404500,5-9,71,40.49691346263318,71.0,40.5,100.0,Census Tract 4045
2005-2009,26161404500,10-14,101,66.64833081180653,101.0,66.6,100.0,Census Tract 4045
2005-2009,26161404500,15-17,128,98.03060746521976,128.0,98.0,100.0,Census Tract 4045
2005-2009,26161404600,total,3889,497,3889.0,497.0,100.0,Census Tract 4046
2005-2009,26161404600,0-4,158,79.63039620647382,158.0,79.6,100.0,Census Tract 4046
2005-2009,26161404600,5-9,224,91.8313671900838,224.0,91.8,100.0,Census Tract 4046
2005-2009,26161404600,10-14,125,55.15432893255071,125.0,55.2,100.0,Census Tract 4046
2005-2009,26161404600,15-17,106,121.64292005702593,106.0,121.6,100.0,Census Tract 4046
2005-2009,26161405100,total,2131,194,2131.0,194.0,100.0,Census Tract 4051
2005-2009,26161405100,0-4,220,77.8331548891602,220.0,77.8,100.0,Census Tract 4051
2005-2009,26161405100,5-9,111,91.80958555619343,111.0,91.8,100.0,Census Tract 4051
2005-2009,26161405100,10-14,48,46.84015371452148,48.0,46.8,100.0,Census Tract 4051
2005-2009,26161405100,15-17,39,118.30891766895681,39.0,118.3,100.0,Census Tract 4051
2005-2009,26161405200,total,4902,354,4902.0,354.0,100.0,Census Tract 4052
2005-2009,26161405200,0-4,444,155.8717421471897,444.0,155.9,100.0,Census Tract 4052
2005-2009,26161405200,5-9,228,109.12378292562992,228.0,109.1,100.0,Census Tract 4052
2005-2009,26161405200,10-14,214,93.50935782048766,214.0,93.5,100.0,Census Tract 4052
2005-2009,26161405200,15-17,101,68.15423684555496,101.0,68.2,100.0,Census Tract 4052
2005-2009,26161405300,total,4648,414,4648.0,414.0,100.0,Census Tract 4053
2005-2009,26161405300,0-4,129,57.801384066473695,129.0,57.8,100.0,Census Tract 4053
2005-2009,26161405300,5-9,258,67.67569726275453,258.0,67.7,100.0,Census Tract 4053
2005-2009,26161405300,10-14,455,99.24716620639603,455.0,99.2,100.0,Census Tract 4053
2005-2009,26161405300,15-17,296,101.01980003939822,296.0,101.0,100.0,Census Tract 4053
2005-2009,26161405400,total,2042,178,2042.0,178.0,100.0,Census Tract 4054
2005-2009,26161405400,0-4,104,73.43023900274328,104.0,73.4,100.0,Census Tract 4054
2005-2009,26161405400,5-9,155,84.72307831990054,155.0,84.7,100.0,Census Tract 4054
2005-2009,26161405400,10-14,135,49.51767361255979,135.0,49.5,100.0,Census Tract 4054
2005-2009,26161405400,15-17,35,113.6001760562016,35.0,113.6,100.0,Census Tract 4054
2005-2009,26161405500,total,2288,181,2288.0,181.0,100.0,Census Tract 4055
2005-2009,26161405500,0-4,172,66.84309986827361,172.0,66.8,100.0,Census Tract 4055
2005-2009,26161405500,5-9,105,57.4543296888929,105.0,57.5,100.0,Census Tract 4055
2005-2009,26161405500,10-14,82,50.47771785649585,82.0,50.5,100.0,Census Tract 4055
2005-2009,26161405500,15-17,83,54.644304369257014,83.0,54.6,100.0,Census Tract 4055
2005-2009,26161405600,total,4104,351,4104.0,351.0,100.0,Census Tract 4056
2005-2009,26161405600,0-4,393,168.34488409215174,393.0,168.3,100.0,Census Tract 4056
2005-2009,26161405600,5-9,245,99.15644204992432,245.0,99.2,100.0,Census Tract 4056
2005-2009,26161405600,10-14,303,109.98636279102968,303.0,110.0,100.0,Census Tract 4056
2005-2009,26161405600,15-17,112,54.037024344425184,112.0,54.0,100.0,Census Tract 4056
2005-2009,26161406000,total,3643,204,3643.0,204.0,100.0,Census Tract 4060
2005-2009,26161406000,0-4,151,72.18032973047434,151.0,72.2,100.0,Census Tract 4060
2005-2009,26161406000,5-9,298,94.92101980067429,298.0,94.9,100.0,Census Tract 4060
2005-2009,26161406000,10-14,288,86.81589716175257,288.0,86.8,100.0,Census Tract 4060
2005-2009,26161406000,15-17,85,53.85164807134503,85.0,53.9,100.0,Census Tract 4060
2005-2009,26161407000,total,5214,296,1788.4,101.5,34.3,Census Tract 4070
2005-2009,26161407000,0-4,180,87.32124598286491,61.7,30.0,34.3,Census Tract 4070
2005-2009,26161407000,5-9,236,89.49860334105779,80.9,30.7,34.3,Census Tract 4070
2005-2009,26161407000,10-14,497,134.79243302203577,170.5,46.2,34.3,Census Tract 4070
2005-2009,26161407000,15-17,228,96.56603957913984,78.2,33.1,34.3,Census Tract 4070
2005-2009,26161414000,total,4199,1255,4199.0,1255.0,100.0,Census Tract 4140
2005-2009,26161414000,0-4,170,75.28612089887484,170.0,75.3,100.0,Census Tract 4140
2005-2009,26161414000,5-9,130,103.8123306741545,130.0,103.8,100.0,Census Tract 4140
2005-2009,26161414000,10-14,101,56.302753041036986,101.0,56.3,100.0,Census Tract 4140
2005-2009,26161414000,15-17,69,48.3735464897913,69.0,48.4,100.0,Census Tract 4140
2005-2009,26161414200,total,2898,227,2898.0,227.0,100.0,Census Tract 4142
2005-2009,26161414200,0-4,190,107.91200118615167,190.0,107.9,100.0,Census Tract 4142
2005-2009,26161414200,5-9,151,73.24616030891994,151.0,73.2,100.0,Census Tract 4142
2005-2009,26161414200,10-14,124,57.14017850864661,124.0,57.1,100.0,Census Tract 4142
2005-2009,26161414200,15-17,56,113.32254850646451,56.0,113.3,100.0,Census Tract 4142
2005-2009,26161414300,total,2869,458,2869.0,458.0,100.0,Census Tract 4143
2005-2009,26161414300,0-4,210,89.27485648266257,210.0,89.3,100.0,Census Tract 4143
2005-2009,26161414300,5-9,206,76.48529270389176,206.0,76.5,100.0,Census Tract 4143
2005-2009,26161414300,10-14,100,57.201398584300364,100.0,57.2,100.0,Census Tract 4143
2005-2009,26161414300,15-17,112,69.46221994724903,112.0,69.5,100.0,Census Tract 4143
2005-2009,26161414500,total,2652,305,2652.0,305.0,100.0,Census Tract 4145
2005-2009,26161414500,0-4,111,65.06919393998976,111.0,65.1,100.0,Census Tract 4145
2005-2009,26161414500,5-9,195,61.84658438426491,195.0,61.8,100.0,Census Tract 4145
2005-2009,26161414500,10-14,197,78.10249675906654,197.0,78.1,100.0,Census Tract 4145
2005-2009,26161414500,15-17,129,62.42595614005443,129.0,62.4,100.0,Census Tract 4145
2005-2009,26161414700,total,1792,510,1792.0,510.0,100.0,Census Tract 4147
2005-2009,26161414700,0-4,18,113.32254850646451,18.0,113.3,100.0,Census Tract 4147
2005-2009,26161414700,5-9,48,124.42266674525185,48.0,124.4,100.0,Census Tract 4147
2005-2009,26161414700,10-14,19,21.93171219946131,19.0,21.9,100.0,Census Tract 4147
2005-2009,26161414700,15-17,4,109.29318368498558,4.0,109.3,100.0,Census Tract 4147
2005-2009,26161414900,total,3842,386,3842.0,386.0,100.0,Census Tract 4149
2005-2009,26161414900,0-4,409,107.5174404457249,409.0,107.5,100.0,Census Tract 4149
2005-2009,26161414900,5-9,445,87.78382538941898,445.0,87.8,100.0,Census Tract 4149
2005-2009,26161414900,10-14,403,95.69221493935649,403.0,95.7,100.0,Census Tract 4149
2005-2009,26161414900,15-17,189,74.95331880577403,189.0,75.0,100.0,Census Tract 4149
2005-2009,26161415200,total,1776,255,1776.0,255.0,100.0,Census Tract 4152
2005-2009,26161415200,0-4,86,60.41522986797286,86.0,60.4,100.0,Census Tract 4152
2005-2009,26161415200,5-9,54,43.9089968002003,54.0,43.9,100.0,Census Tract 4152
2005-2009,26161415200,10-14,51,40.0,51.0,40.0,100.0,Census Tract 4152
2005-2009,26161415200,15-17,36,31.827660925679098,36.0,31.8,100.0,Census Tract 4152
2005-2009,26161415400,total,1176,244,824.4,171.0,70.1,Census Tract 4154
2005-2009,26161415400,0-4,41,40.22437072223753,28.7,28.2,70.1,Census Tract 4154
2005-2009,26161415400,5-9,88,77.80102827083971,61.7,54.5,70.1,Census Tract 4154
2005-2009,26161415400,10-14,18,112.29425630903836,12.6,78.7,70.1,Census Tract 4154
2005-2009,26161415400,15-17,18,112.05802068571442,12.6,78.6,70.1,Census Tract 4154
2005-2009,26161415600,total,1840,182,388.2,38.4,21.1,Census Tract 4156
2005-2009,26161415600,0-4,186,88.76936408468859,39.2,18.7,21.1,Census Tract 4156
2005-2009,26161415600,5-9,116,56.302753041036986,24.5,11.9,21.1,Census Tract 4156
2005-2009,26161415600,10-14,205,63.702433234531945,43.3,13.4,21.1,Census Tract 4156
2005-2009,26161415600,15-17,122,56.85068161420759,25.7,12.0,21.1,Census Tract 4156
2005-2009,26161415800,total,3168,365,1169.0,134.7,36.9,Census Tract 4158
2005-2009,26161415800,0-4,234,79.0253124005214,86.3,29.2,36.9,Census Tract 4158
2005-2009,26161415800,5-9,264,70.7248188403477,97.4,26.1,36.9,Census Tract 4158
2005-2009,26161415800,10-14,265,73.59347797189639,97.8,27.2,36.9,Census Tract 4158
2005-2009,26161415800,15-17,193,65.29931086925804,71.2,24.1,36.9,Census Tract 4158
2005-2009,26161416000,total,3092,360,3092.0,360.0,100.0,Census Tract 4160
2005-2009,26161416000,0-4,458,147.85127662620977,458.0,147.9,100.0,Census Tract 4160
2005-2009,26161416000,5-9,308,120.93386622447824,308.0,120.9,100.0,Census Tract 4160
2005-2009,26161416000,10-14,174,64.20280367709809,174.0,64.2,100.0,Census Tract 4160
2005-2009,26161416000,15-17,118,71.28113354878695,118.0,71.3,100.0,Census Tract 4160
2005-2009,26161416200,total,3280,350,590.4,63.0,18.0,Census Tract 4162
2005-2009,26161416200,0-4,222,78.89233169326408,40.0,14.2,18.0,Census Tract 4162
2005-2009,26161416200,5-9,294,86.27861844049198,52.9,15.5,18.0,Census Tract 4162
2005-2009,26161416200,10-14,227,66.37017402418047,40.9,11.9,18.0,Census Tract 4162
2005-2009,26161416200,15-17,156,61.55485358604957,28.1,11.1,18.0,Census Tract 4162
2005-2009,26161425000,total,4272,213,1738.7,86.7,40.7,Census Tract 4250
2005-2009,26161425000,0-4,145,75.00000000000001,59.0,30.5,40.7,Census Tract 4250
2005-2009,26161425000,5-9,190,65.94694837519017,77.3,26.8,40.7,Census Tract 4250
2005-2009,26161425000,10-14,340,108.20813278122858,138.4,44.0,40.7,Census Tract 4250
2005-2009,26161425000,15-17,325,100.20977996183805,132.3,40.8,40.7,Census Tract 4250
2005-2009,26161453000,total,5133,245,3670.1,175.2,71.5,Census Tract 4530
2005-2009,26161453000,0-4,192,80.2807573457052,137.3,57.4,71.5,Census Tract 4530
2005-2009,26161453000,5-9,275,75.80237463298891,196.6,54.2,71.5,Census Tract 4530
2005-2009,26161453000,10-14,438,109.71326264403953,313.2,78.4,71.5,Census Tract 4530
2005-2009,26161453000,15-17,311,86.97700845625815,222.4,62.2,71.5,Census Tract 4530
2005-2009,26161455000,total,4282,234,1588.6,86.8,37.1,Census Tract 4550
2005-2009,26161455000,0-4,214,78.5175139698144,79.4,29.1,37.1,Census Tract 4550
2005-2009,26161455000,5-9,279,85.58621384311844,103.5,31.8,37.1,Census Tract 4550
2005-2009,26161455000,10-14,444,129.46814279968643,164.7,48.0,37.1,Census Tract 4550
2005-2009,26161455000,15-17,137,56.22277118748239,50.8,20.9,37.1,Census Tract 4550
2005-2009,26161456000,total,5076,246,5076.0,246.0,100.0,Census Tract 4560
2005-2009,26161456000,0-4,603,146.3488981851247,603.0,146.3,100.0,Census Tract 4560
2005-2009,26161456000,5-9,511,128.5496013218244,511.0,128.5,100.0,Census Tract 4560
2005-2009,26161456000,10-14,396,111.8659912573969,396.0,111.9,100.0,Census Tract 4560
2005-2009,26161456000,15-17,213,77.80102827083971,213.0,77.8,100.0,Census Tract 4560
2005-2009,26161461000,total,6162,19,573.1,1.8,9.3,Census Tract 4610
2005-2009,26161461000,0-4,367,128.41339493993604,34.1,11.9,9.3,Census Tract 4610
2005-2009,26161461000,5-9,531,150.69505632236246,49.4,14.0,9.3,Census Tract 4610
2005-2009,26161461000,10-14,639,138.67948658687772,59.4,12.9,9.3,Census Tract 4610
2005-2009,26161461000,15-17,393,113.45483682946268,36.5,10.6,9.3,Census Tract 4610
2005-2009,26161464000,total,6601,24,349.9,1.3,5.3,Census Tract 4640
2005-2009,26161464000,0-4,352,109.22453936730518,18.7,5.8,5.3,Census Tract 4640
2005-2009,26161464000,5-9,236,92.84934033152847,12.5,4.9,5.3,Census Tract 4640
2005-2009,26161464000,10-14,571,152.43359209832983,30.3,8.1,5.3,Census Tract 4640
2005-2009,26161464000,15-17,336,131.79529581893277,17.8,7.0,5.3,Census Tract 4640
2005-2009,26161466000,total,2100,235,315.0,35.2,15.0,Census Tract 4660
2005-2009,26161466000,0-4,86,54.37830449729009,12.9,8.2,15.0,Census Tract 4660
2005-2009,26161466000,5-9,133,66.21178142898741,19.9,9.9,15.0,Census Tract 4660
2005-2009,26161466000,10-14,210,63.702433234531945,31.5,9.6,15.0,Census Tract 4660
2005-2009,26161466000,15-17,63,112.05802068571442,9.4,16.8,15.0,Census Tract 4660
2006-2010,26161400100,total,1156,227,1156.0,227.0,100.0,Census Tract 4001
2006-2010,26161400100,0-4,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4001
2006-2010,26161400100,5-9,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4001
2006-2010,26161400100,10-14,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4001
2006-2010,26161400100,15-17,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4001
2006-2010,26161400200,total,8465,2071,8465.0,2071.0,100.0,Census Tract 4002
2006-2010,26161400200,0-4,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4002
2006-2010,26161400200,5-9,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4002
2006-2010,26161400200,10-14,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4002
2006-2010,26161400200,15-17,389,214.85343841791314,389.0,214.9,100.0,Census Tract 4002
2006-2010,26161400300,total,5656,761,5656.0,761.0,100.0,Census Tract 4003
2006-2010,26161400300,0-4,23,24.698178070456937,23.0,24.7,100.0,Census Tract 4003
2006-2010,26161400300,5-9,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4003
2006-2010,26161400300,10-14,24,113.88590782006348,24.0,113.9,100.0,Census Tract 4003
2006-2010,26161400300,15-17,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4003
2006-2010,26161400400,total,3153,461,3153.0,461.0,100.0,Census Tract 4004
2006-2010,26161400400,0-4,180,68.24954212300621,180.0,68.2,100.0,Census Tract 4004
2006-2010,26161400400,5-9,138,50.60632371551998,138.0,50.6,100.0,Census Tract 4004
2006-2010,26161400400,10-14,159,68.5054742338158,159.0,68.5,100.0,Census Tract 4004
2006-2010,26161400400,15-17,56,117.17508267545621,56.0,117.2,100.0,Census Tract 4004
2006-2010,26161400500,total,6644,965,6644.0,965.0,100.0,Census Tract 4005
2006-2010,26161400500,0-4,9,109.5536398299938,9.0,109.6,100.0,Census Tract 4005
2006-2010,26161400500,5-9,12,11.31370849898476,12.0,11.3,100.0,Census Tract 4005
2006-2010,26161400500,10-14,6,109.29318368498558,6.0,109.3,100.0,Census Tract 4005
2006-2010,26161400500,15-17,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4005
2006-2010,26161400600,total,4200,364,4200.0,364.0,100.0,Census Tract 4006
2006-2010,26161400600,0-4,168,81.83520025025905,168.0,81.8,100.0,Census Tract 4006
2006-2010,26161400600,5-9,149,55.44366510251645,149.0,55.4,100.0,Census Tract 4006
2006-2010,26161400600,10-14,133,74.24284477308233,133.0,74.2,100.0,Census Tract 4006
2006-2010,26161400600,15-17,129,76.15773105863909,129.0,76.2,100.0,Census Tract 4006
2006-2010,26161400700,total,2117,228,2117.0,228.0,100.0,Census Tract 4007
2006-2010,26161400700,0-4,88,45.967379738244816,88.0,46.0,100.0,Census Tract 4007
2006-2010,26161400700,5-9,58,37.64306044943743,58.0,37.6,100.0,Census Tract 4007
2006-2010,26161400700,10-14,63,34.655446902326915,63.0,34.7,100.0,Census Tract 4007
2006-2010,26161400700,15-17,35,31.780497164141405,35.0,31.8,100.0,Census Tract 4007
2006-2010,26161400800,total,2285,488,2285.0,488.0,100.0,Census Tract 4008
2006-2010,26161400800,0-4,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4008
2006-2010,26161400800,5-9,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4008
2006-2010,26161400800,10-14,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4008
2006-2010,26161400800,15-17,0,154.14927829866735,0.0,154.1,100.0,Census Tract 4008
2006-2010,26161402100,total,2812,364,2812.0,364.0,100.0,Census Tract 4021
