year_window,GEOID,age_band,estimate,moe,weighted_estimate,weighted_moe,pct_in,tract_name
2008-2012,26161404300,total,2762,205,2762.0,205.0,100.0,Census Tract 4043
2008-2012,26161404300,0-4,136,68.24221567329127,136.0,68.2,100.0,Census Tract 4043
2008-2012,26161404300,5-9,191,112.37882362794157,191.0,112.4,100.0,Census Tract 4043
2008-2012,26161404300,10-14,198,81.8413098624405,198.0,81.8,100.0,Census Tract 4043
2008-2012,26161404300,15-17,117,58.52349955359813,117.0,58.5,100.0,Census Tract 4043
2008-2012,26161404400,total,2181,122,2181.0,122.0,100.0,Census Tract 4044
2008-2012,26161404400,0-4,91,36.06937759374287,91.0,36.1,100.0,Census Tract 4044
2008-2012,26161404400,5-9,132,47.50789408087881,132.0,47.5,100.0,Census Tract 4044
2008-2012,26161404400,10-14,145,51.61395160225576,145.0,51.6,100.0,Census Tract 4044
2008-2012,26161404400,15-17,61,30.805843601498726,61.0,30.8,100.0,Census Tract 4044
2008-2012,26161404500,total,4593,404,4593.0,404.0,100.0,Census Tract 4045
2008-2012,26161404500,0-4,149,80.15609770940698,149.0,80.2,100.0,Census Tract 4045
2008-2012,26161404500,5-9,117,79.0253124005214,117.0,79.0,100.0,Census Tract 4045
2008-2012,26161404500,10-14,147,74.06078584514209,147.0,74.1,100.0,Census Tract 4045
2008-2012,26161404500,15-17,99,86.82165628459296,99.0,86.8,100.0,Census Tract 4045
2008-2012,26161404600,total,4137,331,4137.0,331.0,100.0,Census Tract 4046
2008-2012,26161404600,0-4,241,108.90821823902913,241.0,108.9,100.0,Census Tract 4046
2008-2012,26161404600,5-9,111,67.4166151627327,111.0,67.4,100.0,Census Tract 4046
2008-2012,26161404600,10-14,96,65.79513659838393,96.0,65.8,100.0,Census Tract 4046
2008-2012,26161404600,15-17,145,73.76313442364011,145.0,73.8,100.0,Census Tract 4046
2008-2012,26161405100,total,2276,182,2276.0,182.0,100.0,Census Tract 4051
2008-2012,26161405100,0-4,79,64.40496875241847,79.0,64.4,100.0,Census Tract 4051
2008-2012,26161405100,5-9,100,65.0,100.0,65.0,100.0,Census Tract 4051
2008-2012,26161405100,10-14,148,84.1486779456457,148.0,84.1,100.0,Census Tract 4051
2008-2012,26161405100,15-17,121,61.07372593840987,121.0,61.1,100.0,Census Tract 4051
2008-2012,26161405200,total,5261,329,5261.0,329.0,100.0,Census Tract 4052
2008-2012,26161405200,0-4,302,106.01886624558858,302.0,106.0,100.0,Census Tract 4052
2008-2012,26161405200,5-9,224,105.64563407921787,224.0,105.6,100.0,Census Tract 4052
2008-2012,26161405200,10-14,208,100.12492197250393,208.0,100.1,100.0,Census Tract 4052
2008-2012,26161405200,15-17,258,98.11218069128827,258.0,98.1,100.0,Census Tract 4052
2008-2012,26161405300,total,4999,232,4999.0,232.0,100.0,Census Tract 4053
2008-2012,26161405300,0-4,202,90.68627239003708,202.0,90.7,100.0,Census Tract 4053
2008-2012,26161405300,5-9,265,79.24645102463579,265.0,79.2,100.0,Census Tract 4053
2008-2012,26161405300,10-14,447,98.40731680114035,447.0,98.4,100.0,Census Tract 4053
2008-2012,26161405300,15-17,316,100.40418317978589,316.0,100.4,100.0,Census Tract 4053
2008-2012,26161405400,total,2198,215,2198.0,215.0,100.0,Census Tract 4054
2008-2012,26161405400,0-4,71,55.10898293381942,71.0,55.1,100.0,Census Tract 4054
2008-2012,26161405400,5-9,150,82.36504112789599,150.0,82.4,100.0,Census Tract 4054
2008-2012,26161405400,10-14,135,56.72741841473134,135.0,56.7,100.0,Census Tract 4054
2008-2012,26161405400,15-17,9,17.204650534085253,9.0,17.2,100.0,Census Tract 4054
2008-2012,26161405500,total,2299,213,2299.0,213.0,100.0,Census Tract 4055
2008-2012,26161405500,0-4,84,62.008063991709975,84.0,62.0,100.0,Census Tract 4055
2008-2012,26161405500,5-9,166,86.83317338436963,166.0,86.8,100.0,Census Tract 4055
2008-2012,26161405500,10-14,111,66.24198064671678,111.0,66.2,100.0,Census Tract 4055
2008-2012,26161405500,15-17,76,54.40588203494177,76.0,54.4,100.0,Census Tract 4055
2008-2012,26161405600,total,4543,368,4543.0,368.0,100.0,Census Tract 4056
2008-2012,26161405600,0-4,417,143.66976021418006,417.0,143.7,100.0,Census Tract 4056
2008-2012,26161405600,5-9,278,105.68348972285123,278.0,105.7,100.0,Census Tract 4056
2008-2012,26161405600,10-14,286,104.20172743289815,286.0,104.2,100.0,Census Tract 4056
2008-2012,26161405600,15-17,184,96.56603957913984,184.0,96.6,100.0,Census Tract 4056
2008-2012,26161406000,total,3387,171,3387.0,171.0,100.0,Census Tract 4060
2008-2012,26161406000,0-4,142,59.203040462462724,142.0,59.2,100.0,Census Tract 4060
2008-2012,26161406000,5-9,222,72.86288492778748,222.0,72.9,100.0,Census Tract 4060
2008-2012,26161406000,10-14,289,100.49875621120891,289.0,100.5,100.0,Census Tract 4060
2008-2012,26161406000,15-17,99,43.86342439892262,99.0,43.9,100.0,Census Tract 4060
2008-2012,26161407000,total,5067,434,1738.0,148.9,34.3,Census Tract 4070
2008-2012,26161407000,0-4,231,102.61578825892242,79.2,35.2,34.3,Census Tract 4070
2008-2012,26161407000,5-9,255,98.59513172565875,87.5,33.8,34.3,Census Tract 4070
2008-2012,26161407000,10-14,388,122.44182292011175,133.1,42.0,34.3,Census Tract 4070
2008-2012,26161407000,15-17,201,85.0,68.9,29.2,34.3,Census Tract 4070
2008-2012,26161414000,total,3435,276,3435.0,276.0,100.0,Census Tract 4140
2008-2012,26161414000,0-4,132,74.88658090739622,132.0,74.9,100.0,Census Tract 4140
2008-2012,26161414000,5-9,220,143.0034964607509,220.0,143.0,100.0,Census Tract 4140
2008-2012,26161414000,10-14,153,108.4665847162157,153.0,108.5,100.0,Census Tract 4140
2008-2012,26161414000,15-17,80,56.61271941887265,80.0,56.6,100.0,Census Tract 4140
2008-2012,26161414200,total,3042,243,3042.0,243.0,100.0,Census Tract 4142
2008-2012,26161414200,0-4,116,64.88451279003334,116.0,64.9,100.0,Census Tract 4142
2008-2012,26161414200,5-9,146,71.44928271158501,146.0,71.4,100.0,Census Tract 4142
2008-2012,26161414200,10-14,157,84.95881355103778,157.0,85.0,100.0,Census Tract 4142
2008-2012,26161414200,15-17,161,64.20280367709809,161.0,64.2,100.0,Census Tract 4142
2008-2012,26161414300,total,2856,304,2856.0,304.0,100.0,Census Tract 4143
2008-2012,26161414300,0-4,145,65.76473218982953,145.0,65.8,100.0,Census Tract 4143
2008-2012,26161414300,5-9,194,73.92563831310488,194.0,73.9,100.0,Census Tract 4143
2008-2012,26161414300,10-14,105,58.41232746604093,105.0,58.4,100.0,Census Tract 4143
2008-2012,26161414300,15-17,88,46.61544808322665,88.0,46.6,100.0,Census Tract 4143
2008-2012,26161414500,total,3048,192,3048.0,192.0,100.0,Census Tract 4145
2008-2012,26161414500,0-4,146,59.03388857258177,146.0,59.0,100.0,Census Tract 4145
2008-2012,26161414500,5-9,218,97.082439194738,218.0,97.1,100.0,Census Tract 4145
2008-2012,26161414500,10-14,221,76.4198926981712,221.0,76.4,100.0,Census Tract 4145
2008-2012,26161414500,15-17,142,50.99019513592785,142.0,51.0,100.0,Census Tract 4145
2008-2012,26161414700,total,1587,128,1587.0,128.0,100.0,Census Tract 4147
2008-2012,26161414700,0-4,42,34.205262752974136,42.0,34.2,100.0,Census Tract 4147
2008-2012,26161414700,5-9,24,29.732137494637012,24.0,29.7,100.0,Census Tract 4147
2008-2012,26161414700,10-14,51,31.622776601683793,51.0,31.6,100.0,Census Tract 4147
2008-2012,26161414700,15-17,56,42.72001872658766,56.0,42.7,100.0,Census Tract 4147
2008-2012,26161414900,total,3864,267,3864.0,267.0,100.0,Census Tract 4149
2008-2012,26161414900,0-4,295,90.52071586106685,295.0,90.5,100.0,Census Tract 4149
2008-2012,26161414900,5-9,390,92.45539465060975,390.0,92.5,100.0,Census Tract 4149
2008-2012,26161414900,10-14,336,89.87213138676528,336.0,89.9,100.0,Census Tract 4149
2008-2012,26161414900,15-17,207,78.24321056807422,207.0,78.2,100.0,Census Tract 4149
2008-2012,26161415200,total,1836,189,1836.0,189.0,100.0,Census Tract 4152
2008-2012,26161415200,0-4,81,55.15432893255071,81.0,55.2,100.0,Census Tract 4152
2008-2012,26161415200,5-9,38,25.80697580112788,38.0,25.8,100.0,Census Tract 4152
2008-2012,26161415200,10-14,82,56.22277118748239,82.0,56.2,100.0,Census Tract 4152
2008-2012,26161415200,15-17,50,29.698484809834998,50.0,29.7,100.0,Census Tract 4152
2008-2012,26161415400,total,1764,157,1236.6,110.1,70.1,Census Tract 4154
2008-2012,26161415400,0-4,65,38.28837943815329,45.6,26.8,70.1,Census Tract 4154
2008-2012,26161415400,5-9,89,38.948684188300895,62.4,27.3,70.1,Census Tract 4154
2008-2012,26161415400,10-14,57,30.886890422961,40.0,21.7,70.1,Census Tract 4154
2008-2012,26161415400,15-17,28,20.24845673131659,19.6,14.2,70.1,Census Tract 4154
2008-2012,26161415600,total,2026,145,427.5,30.6,21.1,Census Tract 4156
2008-2012,26161415600,0-4,111,74.46475676452584,23.4,15.7,21.1,Census Tract 4156
2008-2012,26161415600,5-9,173,51.86520991955975,36.5,10.9,21.1,Census Tract 4156
2008-2012,26161415600,10-14,223,61.07372593840987,47.1,12.9,21.1,Census Tract 4156
2008-2012,26161415600,15-17,141,46.86149805543993,29.8,9.9,21.1,Census Tract 4156
2008-2012,26161415800,total,3531,215,1302.9,79.3,36.9,Census Tract 4158
2008-2012,26161415800,0-4,176,77.3886296557834,64.9,28.6,36.9,Census Tract 4158
2008-2012,26161415800,5-9,307,79.07591289387685,113.3,29.2,36.9,Census Tract 4158
2008-2012,26161415800,10-14,376,97.67292357659822,138.7,36.0,36.9,Census Tract 4158
2008-2012,26161415800,15-17,176,61.26989472816156,64.9,22.6,36.9,Census Tract 4158
2008-2012,26161416000,total,3166,225,3166.0,225.0,100.0,Census Tract 4160
2008-2012,26161416000,0-4,241,103.8123306741545,241.0,103.8,100.0,Census Tract 4160
2008-2012,26161416000,5-9,400,97.59098319004681,400.0,97.6,100.0,Census Tract 4160
2008-2012,26161416000,10-14,272,85.98255637046388,272.0,86.0,100.0,Census Tract 4160
2008-2012,26161416000,15-17,115,55.75840743780259,115.0,55.8,100.0,Census Tract 4160
2008-2012,26161416200,total,4067,217,732.1,39.1,18.0,Census Tract 4162
2008-2012,26161416200,0-4,208,69.64194138592059,37.4,12.5,18.0,Census Tract 4162
2008-2012,26161416200,5-9,311,81.32035415564789,56.0,14.6,18.0,Census Tract 4162
2008-2012,26161416200,10-14,252,73.57309290766564,45.4,13.2,18.0,Census Tract 4162
2008-2012,26161416200,15-17,202,81.85963596303127,36.4,14.7,18.0,Census Tract 4162
2008-2012,26161425000,total,4327,189,1761.1,76.9,40.7,Census Tract 4250
2008-2012,26161425000,0-4,122,60.81118318204309,49.7,24.8,40.7,Census Tract 4250
2008-2012,26161425000,5-9,142,62.20128616033595,57.8,25.3,40.7,Census Tract 4250
2008-2012,26161425000,10-14,374,95.01578816175763,152.2,38.7,40.7,Census Tract 4250
2008-2012,26161425000,15-17,320,92.43916918709299,130.2,37.6,40.7,Census Tract 4250
2008-2012,26161453000,total,4807,224,3437.0,160.2,71.5,Census Tract 4530
2008-2012,26161453000,0-4,189,68.6804193347711,135.1,49.1,71.5,Census Tract 4530
2008-2012,26161453000,5-9,184,65.11528238439882,131.6,46.6,71.5,Census Tract 4530
2008-2012,26161453000,10-14,338,83.86894538504703,241.7,60.0,71.5,Census Tract 4530
2008-2012,26161453000,15-17,315,74.96665925596525,225.2,53.6,71.5,Census Tract 4530
2008-2012,26161455000,total,4320,235,1602.7,87.2,37.1,Census Tract 4550
2008-2012,26161455000,0-4,282,99.62429422585637,104.6,37.0,37.1,Census Tract 4550
2008-2012,26161455000,5-9,350,100.56838469419701,129.8,37.3,37.1,Census Tract 4550
2008-2012,26161455000,10-14,333,112.60994627474075,123.5,41.8,37.1,Census Tract 4550
2008-2012,26161455000,15-17,120,60.81118318204309,44.5,22.6,37.1,Census Tract 4550
2008-2012,26161456000,total,5761,272,5761.0,272.0,100.0,Census Tract 4560
2008-2012,26161456000,0-4,513,153.57408635573904,513.0,153.6,100.0,Census Tract 4560
2008-2012,26161456000,5-9,544,146.01369798755184,544.0,146.0,100.0,Census Tract 4560
2008-2012,26161456000,10-14,571,160.55217220579732,571.0,160.6,100.0,Census Tract 4560
2008-2012,26161456000,15-17,249,90.78546139112804,249.0,90.8,100.0,Census Tract 4560
2008-2012,26161461000,total,6763,23,629.0,2.1,9.3,Census Tract 4610
2008-2012,26161461000,0-4,397,153.26447729333762,36.9,14.3,9.3,Census Tract 4610
2008-2012,26161461000,5-9,425,148.8086019019062,39.5,13.8,9.3,Census Tract 4610
2008-2012,26161461000,10-14,677,154.20765220960988,63.0,14.3,9.3,Census Tract 4610
2008-2012,26161461000,15-17,441,111.8659912573969,41.0,10.4,9.3,Census Tract 4610
2008-2012,26161464000,total,5660,17,300.0,0.9,5.3,Census Tract 4640
2008-2012,26161464000,0-4,322,111.94641575325224,17.1,5.9,5.3,Census Tract 4640
2008-2012,26161464000,5-9,165,70.178344238091,8.7,3.7,5.3,Census Tract 4640
2008-2012,26161464000,10-14,464,102.80077820717118,24.6,5.4,5.3,Census Tract 4640
2008-2012,26161464000,15-17,278,106.06601717798213,14.7,5.6,5.3,Census Tract 4640
2008-2012,26161466000,total,2382,245,357.3,36.8,15.0,Census Tract 4660
2008-2012,26161466000,0-4,171,86.05230967266364,25.6,12.9,15.0,Census Tract 4660
2008-2012,26161466000,5-9,146,73.55270219373317,21.9,11.0,15.0,Census Tract 4660
2008-2012,26161466000,10-14,206,63.81222453417527,30.9,9.6,15.0,Census Tract 4660
2008-2012,26161466000,15-17,92,38.91015291668744,13.8,5.8,15.0,Census Tract 4660
2009-2013,26161400100,total,1499,228,1499.0,228.0,100.0,Census Tract 4001
2009-2013,26161400100,0-4,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4001
2009-2013,26161400100,5-9,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4001
2009-2013,26161400100,10-14,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4001
2009-2013,26161400100,15-17,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4001
2009-2013,26161400200,total,6653,647,6653.0,647.0,100.0,Census Tract 4002
2009-2013,26161400200,0-4,0,21.213203435596427,0.0,21.2,100.0,Census Tract 4002
2009-2013,26161400200,5-9,0,21.213203435596427,0.0,21.2,100.0,Census Tract 4002
2009-2013,26161400200,10-14,0,21.213203435596427,0.0,21.2,100.0,Census Tract 4002
2009-2013,26161400200,15-17,204,105.89145385724005,204.0,105.9,100.0,Census Tract 4002
2009-2013,26161400300,total,6912,724,6912.0,724.0,100.0,Census Tract 4003
2009-2013,26161400300,0-4,28,12.369316876852983,28.0,12.4,100.0,Census Tract 4003
2009-2013,26161400300,5-9,9,18.601075237738275,9.0,18.6,100.0,Census Tract 4003
2009-2013,26161400300,10-14,0,21.213203435596427,0.0,21.2,100.0,Census Tract 4003
2009-2013,26161400300,15-17,17,18.02775637731995,17.0,18.0,100.0,Census Tract 4003
2009-2013,26161400400,total,3240,420,3240.0,420.0,100.0,Census Tract 4004
2009-2013,26161400400,0-4,191,76.48529270389179,191.0,76.5,100.0,Census Tract 4004
2009-2013,26161400400,5-9,219,61.71709649683789,219.0,61.7,100.0,Census Tract 4004
2009-2013,26161400400,10-14,158,69.85699678629193,158.0,69.9,100.0,Census Tract 4004
2009-2013,26161400400,15-17,36,26.400757564888174,36.0,26.4,100.0,Census Tract 4004
2009-2013,26161400500,total,6086,705,6086.0,705.0,100.0,Census Tract 4005
2009-2013,26161400500,0-4,0,21.213203435596427,0.0,21.2,100.0,Census Tract 4005
2009-2013,26161400500,5-9,0,21.213203435596427,0.0,21.2,100.0,Census Tract 4005
2009-2013,26161400500,10-14,0,21.213203435596427,0.0,21.2,100.0,Census Tract 4005
2009-2013,26161400500,15-17,0,21.213203435596427,0.0,21.2,100.0,Census Tract 4005
2009-2013,26161400600,total,4191,401,4191.0,401.0,100.0,Census Tract 4006
2009-2013,26161400600,0-4,121,80.62257748298549,121.0,80.6,100.0,Census Tract 4006
2009-2013,26161400600,5-9,172,89.8276126811795,172.0,89.8,100.0,Census Tract 4006
2009-2013,26161400600,10-14,154,72.20110802473879,154.0,72.2,100.0,Census Tract 4006
2009-2013,26161400600,15-17,64,50.44799302251775,64.0,50.4,100.0,Census Tract 4006
2009-2013,26161400700,total,2412,352,2412.0,352.0,100.0,Census Tract 4007
2009-2013,26161400700,0-4,68,48.83646178829911,68.0,48.8,100.0,Census Tract 4007
2009-2013,26161400700,5-9,74,60.74537019394977,74.0,60.7,100.0,Census Tract 4007
2009-2013,26161400700,10-14,42,48.05205510693585,42.0,48.1,100.0,Census Tract 4007
2009-2013,26161400700,15-17,41,40.496913462633174,41.0,40.5,100.0,Census Tract 4007
2009-2013,26161400800,total,2269,357,2269.0,357.0,100.0,Census Tract 4008
2009-2013,26161400800,0-4,8,15.620499351813308,8.0,15.6,100.0,Census Tract 4008
2009-2013,26161400800,5-9,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4008
2009-2013,26161400800,10-14,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4008
2009-2013,26161400800,15-17,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4008
2009-2013,26161402100,total,2558,262,2558.0,262.0,100.0,Census Tract 4021
2009-2013,26161402100,0-4,51,49.03060268852505,51.0,49.0,100.0,Census Tract 4021
2009-2013,26161402100,5-9,88,38.41874542459709,88.0,38.4,100.0,Census Tract 4021
2009-2013,26161402100,10-14,14,18.027756377319946,14.0,18.0,100.0,Census Tract 4021
2009-2013,26161402100,15-17,25,26.172504656604797,25.0,26.2,100.0,Census Tract 4021
2009-2013,26161402200,total,4507,554,4507.0,554.0,100.0,Census Tract 4022
2009-2013,26161402200,0-4,28,26.627053911388696,28.0,26.6,100.0,Census Tract 4022
2009-2013,26161402200,5-9,17,19.1049731745428,17.0,19.1,100.0,Census Tract 4022
2009-2013,26161402200,10-14,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4022
2009-2013,26161402200,15-17,70,54.037024344425184,70.0,54.0,100.0,Census Tract 4022
2009-2013,26161402300,total,2585,181,2585.0,181.0,100.0,Census Tract 4023
2009-2013,26161402300,0-4,90,48.54894437575342,90.0,48.5,100.0,Census Tract 4023
2009-2013,26161402300,5-9,73,35.846896657869834,73.0,35.8,100.0,Census Tract 4023
2009-2013,26161402300,10-14,100,40.45985664828782,100.0,40.5,100.0,Census Tract 4023
2009-2013,26161402300,15-17,30,25.079872407968907,30.0,25.1,100.0,Census Tract 4023
2009-2013,26161402500,total,2205,176,2205.0,176.0,100.0,Census Tract 4025
2009-2013,26161402500,0-4,93,42.52058325093859,93.0,42.5,100.0,Census Tract 4025
2009-2013,26161402500,5-9,85,41.88078318274385,85.0,41.9,100.0,Census Tract 4025
2009-2013,26161402500,10-14,111,53.665631459994955,111.0,53.7,100.0,Census Tract 4025
2009-2013,26161402500,15-17,94,48.41487374764081,94.0,48.4,100.0,Census Tract 4025
2009-2013,26161402600,total,2118,214,2118.0,214.0,100.0,Census Tract 4026
2009-2013,26161402600,0-4,342,90.60905032059435,342.0,90.6,100.0,Census Tract 4026
2009-2013,26161402600,5-9,159,59.413803110051795,159.0,59.4,100.0,Census Tract 4026
2009-2013,26161402600,10-14,24,19.1049731745428,24.0,19.1,100.0,Census Tract 4026
2009-2013,26161402600,15-17,29,22.360679774997898,29.0,22.4,100.0,Census Tract 4026
2009-2013,26161402700,total,5307,343,5307.0,343.0,100.0,Census Tract 4027
2009-2013,26161402700,0-4,461,145.34441853748632,461.0,145.3,100.0,Census Tract 4027
2009-2013,26161402700,5-9,229,127.0944530654269,229.0,127.1,100.0,Census Tract 4027
2009-2013,26161402700,10-14,227,96.04686356149273,227.0,96.0,100.0,Census Tract 4027
2009-2013,26161402700,15-17,232,97.62171889492625,232.0,97.6,100.0,Census Tract 4027
2009-2013,26161403100,total,1569,99,1569.0,99.0,100.0,Census Tract 4031
2009-2013,26161403100,0-4,39,28.600699292150182,39.0,28.6,100.0,Census Tract 4031
2009-2013,26161403100,5-9,160,69.31089380465383,160.0,69.3,100.0,Census Tract 4031
2009-2013,26161403100,10-14,147,48.82622246293481,147.0,48.8,100.0,Census Tract 4031
2009-2013,26161403100,15-17,79,30.886890422961,79.0,30.9,100.0,Census Tract 4031
2009-2013,26161403200,total,3189,193,3189.0,193.0,100.0,Census Tract 4032
2009-2013,26161403200,0-4,117,58.600341295934435,117.0,58.6,100.0,Census Tract 4032
2009-2013,26161403200,5-9,209,73.06161783043132,209.0,73.1,100.0,Census Tract 4032
2009-2013,26161403200,10-14,173,61.55485358604957,173.0,61.6,100.0,Census Tract 4032
2009-2013,26161403200,15-17,109,62.03224967708329,109.0,62.0,100.0,Census Tract 4032
2009-2013,26161403300,total,4029,280,4029.0,280.0,100.0,Census Tract 4033
2009-2013,26161403300,0-4,244,90.55385138137416,244.0,90.6,100.0,Census Tract 4033
2009-2013,26161403300,5-9,243,79.92496481075234,243.0,79.9,100.0,Census Tract 4033
2009-2013,26161403300,10-14,297,112.0044641967453,297.0,112.0,100.0,Census Tract 4033
2009-2013,26161403300,15-17,174,67.17886572427373,174.0,67.2,100.0,Census Tract 4033
2009-2013,26161403400,total,3147,202,3147.0,202.0,100.0,Census Tract 4034
2009-2013,26161403400,0-4,202,73.59347797189639,202.0,73.6,100.0,Census Tract 4034
2009-2013,26161403400,5-9,201,86.6083136886985,201.0,86.6,100.0,Census Tract 4034
2009-2013,26161403400,10-14,113,56.85068161420759,113.0,56.9,100.0,Census Tract 4034
2009-2013,26161403400,15-17,94,50.47771785649585,94.0,50.5,100.0,Census Tract 4034
2009-2013,26161403500,total,2554,177,2554.0,177.0,100.0,Census Tract 4035
2009-2013,26161403500,0-4,163,65.29931086925804,163.0,65.3,100.0,Census Tract 4035
2009-2013,26161403500,5-9,108,49.24428900898052,108.0,49.2,100.0,Census Tract 4035
2009-2013,26161403500,10-14,61,40.0,61.0,40.0,100.0,Census Tract 4035
2009-2013,26161403500,15-17,32,24.839484696748443,32.0,24.8,100.0,Census Tract 4035
2009-2013,26161403600,total,4725,447,4725.0,447.0,100.0,Census Tract 4036
2009-2013,26161403600,0-4,182,122.9308748850345,182.0,122.9,100.0,Census Tract 4036
2009-2013,26161403600,5-9,188,90.87353850269065,188.0,90.9,100.0,Census Tract 4036
2009-2013,26161403600,10-14,197,93.64827814754526,197.0,93.6,100.0,Census Tract 4036
2009-2013,26161403600,15-17,213,97.58073580374355,213.0,97.6,100.0,Census Tract 4036
2009-2013,26161403800,total,3237,216,3237.0,216.0,100.0,Census Tract 4038
2009-2013,26161403800,0-4,196,81.41252974819048,196.0,81.4,100.0,Census Tract 4038
2009-2013,26161403800,5-9,233,86.00581375697809,233.0,86.0,100.0,Census Tract 4038
2009-2013,26161403800,10-14,148,72.18032973047434,148.0,72.2,100.0,Census Tract 4038
2009-2013,26161403800,15-17,108,64.40496875241847,108.0,64.4,100.0,Census Tract 4038
2009-2013,26161404100,total,3227,212,3227.0,212.0,100.0,Census Tract 4041
2009-2013,26161404100,0-4,213,77.20103626247513,213.0,77.2,100.0,Census Tract 4041
2009-2013,26161404100,5-9,139,65.76473218982953,139.0,65.8,100.0,Census Tract 4041
2009-2013,26161404100,10-14,156,63.702433234531945,156.0,63.7,100.0,Census Tract 4041
2009-2013,26161404100,15-17,148,64.20280367709809,148.0,64.2,100.0,Census Tract 4041
2009-2013,26161404200,total,2148,187,2148.0,187.0,100.0,Census Tract 4042
2009-2013,26161404200,0-4,248,87.78382538941898,248.0,87.8,100.0,Census Tract 4042
2009-2013,26161404200,5-9,58,51.24451190127583,58.0,51.2,100.0,Census Tract 4042
2009-2013,26161404200,10-14,48,50.606323715519984,48.0,50.6,100.0,Census Tract 4042
2009-2013,26161404200,15-17,24,34.48187929913333,24.0,34.5,100.0,Census Tract 4042
2009-2013,26161404300,total,2785,201,2785.0,201.0,100.0,Census Tract 4043
2009-2013,26161404300,0-4,113,53.2634959423431,113.0,53.3,100.0,Census Tract 4043
2009-2013,26161404300,5-9,230,106.89246933250254,230.0,106.9,100.0,Census Tract 4043
2009-2013,26161404300,10-14,173,82.92767933567175,173.0,82.9,100.0,Census Tract 4043
2009-2013,26161404300,15-17,112,53.81449618829484,112.0,53.8,100.0,Census Tract 4043
2009-2013,26161404400,total,2255,134,2255.0,134.0,100.0,Census Tract 4044
2009-2013,26161404400,0-4,120,42.0119030752,120.0,42.0,100.0,Census Tract 4044
2009-2013,26161404400,5-9,141,44.41846462902562,141.0,44.4,100.0,Census Tract 4044
2009-2013,26161404400,10-14,139,47.50789408087881,139.0,47.5,100.0,Census Tract 4044
2009-2013,26161404400,15-17,67,31.400636936215164,67.0,31.4,100.0,Census Tract 4044
2009-2013,26161404500,total,4787,383,4787.0,383.0,100.0,Census Tract 4045
2009-2013,26161404500,0-4,136,76.05918747922567,136.0,76.1,100.0,Census Tract 4045
2009-2013,26161404500,5-9,148,99.35793878699377,148.0,99.4,100.0,Census Tract 4045
2009-2013,26161404500,10-14,102,68.00735254367721,102.0,68.0,100.0,Census Tract 4045
2009-2013,26161404500,15-17,42,45.12205669071391,42.0,45.1,100.0,Census Tract 4045
2009-2013,26161404600,total,4283,346,4283.0,346.0,100.0,Census Tract 4046
2009-2013,26161404600,0-4,156,81.43709228600935,156.0,81.4,100.0,Census Tract 4046
2009-2013,26161404600,5-9,136,81.2157620169878,136.0,81.2,100.0,Census Tract 4046
2009-2013,26161404600,10-14,172,127.88275880665071,172.0,127.9,100.0,Census Tract 4046
2009-2013,26161404600,15-17,189,78.7210264160726,189.0,78.7,100.0,Census Tract 4046
2009-2013,26161405100,total,2317,278,2317.0,278.0,100.0,Census Tract 4051
2009-2013,26161405100,0-4,188,138.19189556555045,188.0,138.2,100.0,Census Tract 4051
2009-2013,26161405100,5-9,151,76.21679604916491,151.0,76.2,100.0,Census Tract 4051
2009-2013,26161405100,10-14,136,80.72174428244226,136.0,80.7,100.0,Census Tract 4051
2009-2013,26161405100,15-17,93,61.55485358604957,93.0,61.6,100.0,Census Tract 4051
2009-2013,26161405200,total,5196,355,5196.0,355.0,100.0,Census Tract 4052
2009-2013,26161405200,0-4,202,88.32326986700616,202.0,88.3,100.0,Census Tract 4052
2009-2013,26161405200,5-9,260,113.95174417269797,260.0,114.0,100.0,Census Tract 4052
2009-2013,26161405200,10-14,202,106.78014796768171,202.0,106.8,100.0,Census Tract 4052
2009-2013,26161405200,15-17,253,106.0,253.0,106.0,100.0,Census Tract 4052
2009-2013,26161405300,total,5125,250,5125.0,250.0,100.0,Census Tract 4053
2009-2013,26161405300,0-4,271,84.64632301523793,271.0,84.6,100.0,Census Tract 4053
2009-2013,26161405300,5-9,317,75.69015788066503,317.0,75.7,100.0,Census Tract 4053
2009-2013,26161405300,10-14,387,90.50966799187808,387.0,90.5,100.0,Census Tract 4053
2009-2013,26161405300,15-17,326,105.8158778255891,326.0,105.8,100.0,Census Tract 4053
2009-2013,26161405400,total,2162,209,2162.0,209.0,100.0,Census Tract 4054
2009-2013,26161405400,0-4,129,79.05694150420948,129.0,79.1,100.0,Census Tract 4054
2009-2013,26161405400,5-9,122,74.70609078247904,122.0,74.7,100.0,Census Tract 4054
2009-2013,26161405400,10-14,95,51.62363799656123,95.0,51.6,100.0,Census Tract 4054
2009-2013,26161405400,15-17,43,31.780497164141405,43.0,31.8,100.0,Census Tract 4054
2009-2013,26161405500,total,2455,244,2455.0,244.0,100.0,Census Tract 4055
2009-2013,26161405500,0-4,115,71.11258679024411,115.0,71.1,100.0,Census Tract 4055
